label_id,matched_wording,product_type,product_construction,product_material,product_treatment,product_type_status,review_status,reviewed_by,review_note
gold-25363e68ec5fa117,Wall Shelf,Wall Shelf,,Paper Rope,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-25ad1f377199db67,Framed Glass Shadowbox,Framed Glass Shadowbox,Frayed,Glass; Linen,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-265e852a9a18db75,Leaner Sign,Leaner Sign,,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-26b0371b59255f26,Tabletop Clock,Tabletop Clock,,,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-27050c758bb38442,Pennant,Pennant,Framed,Glass,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-2779df60894eadaf,LED Infinity Art,LED Infinity Art,Die-Cut,,LED,accepted,reviewed,Codex independent material gold reviewer,"Die-cut explicitly modifies physical cast frame, infinity-art frame, neon box, or tin sign; negated no-diecut rows excluded."
gold-279336983fec75b7,Tray,Tray,,Jute,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-27e95c346761fa3b,Framed Art,Framed Art,Framed,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-280ada043a313645,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Embellished; Foil; Glitter,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-2820514ae4ca0c48,Phone Stand,Phone Stand,Die-Cut,,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-28280e03ff0cb62a,File Organizer,File Organizer,Hanging,Fabric,,accepted,reviewed,Codex independent material gold reviewer,Source says nonwoven or non-woven and nowhere independently says woven; Woven construction contradicts source. Normalize nonwoven textile to broad Fabric material without a redundant second material. Preserve other stated construction and material.
gold-287d3ec8ab76c698,Framed Shadowbox,Framed Shadowbox,Laser-Cut,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-289b8b70e233998d,Art,Art,Die-Cut,MDF,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-28c1fdce9ffe04c6,Storage Bin,Storage Bin,,Cotton Rope; Felt,,accepted,reviewed,Codex independent material gold reviewer,The bin explicitly has a felt physical component as well as cotton rope material.
gold-291d8afbdf69c005,Canvas,Canvas,,Canvas; Foam,Attachment,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-296ff9ac169e6193,Frame,Frame,Framed; Setback,Paper,,accepted,reviewed,Codex independent product-type gold reviewer,"Explicit physical noun is Frame with construction/material and artwork identity. No stated print/art insert, framed physical object or portrait noun supports expanding it to Framed Art or Framed Print."
gold-299f3a74975b9394,Storage Toy Chest,Storage Toy Chest,Collapsible,Fabric,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-29e8c6e4d7863db6,Frame,Frame,Floating Frame,Suede,Screenprint,accepted,reviewed,Codex independent frame-print gold reviewer,Source names a frame; printing can be only its surface process or included component.
gold-2a36b99c50a7918b,Framed Print,Framed Print,Framed,MDF; Wood,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-2a43cd9ed7e1e2ed,Block,Block,,MDF,LED,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-2a48043686d80295,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Embossed; Foil,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-2a5b6f038fcd4ac0,Hard Storage Box,Hard Storage Box,Lift-Off,Greyboard,Foil; Glitter,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-2a84973492f962dc,Frame,Frame,,PVC,,accepted,reviewed,Codex independent partition four source reviewer,PVC frame and multi-frame collage are explicit; no photo or photograph noun supports photo-specific use.
gold-2a8a97b6974ac3eb,Wall Art,Wall Art,Molded,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-2ab1508dbc654d37,Sign,Sign,Die-Cut; Layered,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-2ab8fe5bf1144cab,Storage Chest,Storage Chest,Domed,Greyboard,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-2ac0d3b2139fc9ea,Framed Glass Shadowbox,Framed Glass Shadowbox,Framed,Glass,,accepted,reviewed,Codex independent construction gold reviewer,"Source title explicitly names a physical frame belonging to the shadowbox; artwork, licensor, property, color and size do not determine product type."
gold-2af99eb0edd83fcb,Storage Hamper,Storage Hamper,,Poly-Linen,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-2b0c7894f5b38e38,Canvas,Canvas,,Canvas,Dry-Erase,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-2b2644695b092886,Canvas,Canvas,,Canvas,Diamond Dust,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-2b3b2b5b81c4ee50,Shadowbox Bank,Shadowbox Bank,,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-2bd699e92825b30b,Canvas,Canvas,,Canvas; PVC,Glitter,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-2c03b33c1beed783,Framed Canvas,Framed Canvas,Framed,Canvas; Paper,Embossed,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-2c4ddfa8a8288472,Pencil Cup,Pencil Cup,,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-2c570b2abb4f81b9,Storage Hamper,Storage Hamper,,MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-2c65c470143be1f7,Art,Art,,Wire,LED,accepted,reviewed,Codex independent catalog reviewer,"Wire explicitly names physical component in LED neon wire art clause. Store only generic Wire as stated; do not infer Metal, Copper, Steel, plastic, glass, or base material."
gold-2c760d61819b6a14,Canvas,Canvas,,Canvas,Foil; Glitter,accepted,reviewed,Codex independent treatment gold reviewer,"One physical product noun governs coordinated finishes; assorted licenses qualifies licensing, not separate finish variants"
gold-2c9768fccebebc85,Framed Shadowbox,Framed Shadowbox,,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-2cc885ae149dd7b9,Framed Art,Framed Art,3D; Framed,,,accepted,reviewed,Codex independent catalog reviewer,"3-D directly modifies physical framed wall art head; no depiction, printed-rendering or artwork-caption clause limits modifier scope. Existing gold construction vocabulary includes 3D. Preserve Framed and other fields."
gold-2ceb7c50922ee5f1,Plaque,Plaque,Die-Cut,MDF,LED,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-2dbd66b19b5fa5a3,Sign,Sign,Leaner,MDF,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-2dc62d86314c1970,Canvas,Canvas,,Acrylic; Canvas,Attachment,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-2dc89402e2a6d555,Wall Clock,Wall Clock,Molded,Polypropylene,,accepted,reviewed,Codex evaluation agent independent source review,Source wording independently inspected; product nouns explicit; artwork/size/color excluded; only stated materials and treatments retained.
